,cumulative_return,cumulative_capital,maxdd
2022-05-26-09:40,1.0,1000000.0,0.0
2022-05-26-09:45,1.0148850999999999,1014885.1,0.0
2022-05-26-09:50,1.0209103,1020910.2999999999,0.0
2022-05-26-09:55,1.0244024,1024402.4,0.0
2022-05-26-10:00,1.0472513,1047251.3,0.0
2022-05-26-10:05,1.0440513000000002,1044051.3,-0.0031999999999998696
2022-05-26-10:10,1.0391406,1039140.6,-0.008110700000000026
2022-05-26-10:15,1.0419869,1041986.8999999999,-0.008110700000000026
2022-05-26-10:20,1.0272968999999998,1027296.8999999999,-0.01995440000000026
2022-05-26-10:25,1.0170968999999999,1017096.9,-0.030154400000000248
2022-05-26-10:30,1.0015280999999998,1001528.1000000001,-0.0457232000000003
2022-05-26-10:35,0.9972296999999998,997229.7,-0.05002160000000033
2022-05-26-10:40,1.0108892999999999,1010889.2999999999,-0.05002160000000033
2022-05-26-10:45,1.0168532999999997,1016853.2999999999,-0.05002160000000033
2022-05-26-10:50,1.0170648999999996,1017064.8999999999,-0.05002160000000033
2022-05-26-10:55,1.0112930999999996,1011293.1,-0.05002160000000033
2022-05-26-11:00,1.0099812999999997,1009981.3,-0.05002160000000033
2022-05-26-11:05,1.0112812999999996,1011281.3,-0.05002160000000033
2022-05-26-11:10,1.0198812999999995,1019881.3,-0.05002160000000033
2022-05-26-11:15,1.0167812999999994,1016781.2999999999,-0.05002160000000033
2022-05-26-11:20,1.0277485999999993,1027748.6,-0.05002160000000033
2022-05-26-11:25,1.0102903999999993,1010290.3999999999,-0.05002160000000033
2022-05-26-11:30,0.9996408999999993,999640.8999999999,-0.05002160000000033
2022-05-26-13:05,1.0034448999999992,1003444.9,-0.05002160000000033
2022-05-26-13:10,0.9711823999999993,971182.4,-0.07606890000000077
2022-05-26-13:15,0.9776638999999993,977663.8999999999,-0.07606890000000077
2022-05-26-13:20,0.9754239999999993,975424.0,-0.07606890000000077
2022-05-26-13:25,0.9747792999999993,974779.3,-0.07606890000000077
2022-05-26-13:30,0.9731017999999992,973101.8,-0.07606890000000077
2022-05-26-13:35,0.9795212999999992,979521.3,-0.07606890000000077
2022-05-26-13:40,0.9914639999999992,991464.0000000001,-0.07606890000000077
2022-05-26-13:45,0.9893647999999993,989364.8000000002,-0.07606890000000077
2022-05-26-13:50,0.9682993999999991,968299.4,-0.07895190000000096
2022-05-26-13:55,0.9760986999999992,976098.7000000002,-0.07895190000000096
2022-05-26-14:00,0.9638856999999991,963885.7000000001,-0.08336560000000104
2022-05-26-14:05,0.9655446999999991,965544.7000000001,-0.08336560000000104
2022-05-26-14:10,0.963643399999999,963643.4,-0.08360790000000107
2022-05-26-14:15,0.9521055999999991,952105.6000000001,-0.095145700000001
