,cumulative_return,cumulative_capital,maxdd
2022-05-26-09:40,1.0,1000000.0,0.0
2022-05-26-09:45,1.0,1000000.0,0.0
2022-05-26-09:50,0.999144,999144.0,-0.0008559999999999679
2022-05-26-09:55,1.000944,1000944.0,-0.0008559999999999679
2022-05-26-10:00,1.002396,1002396.0,-0.0008559999999999679
2022-05-26-10:05,1.001743,1001743.0,-0.0008559999999999679
2022-05-26-10:10,1.002254,1002254.0,-0.0008559999999999679
2022-05-26-10:15,1.00207,1002070.0,-0.0008559999999999679
2022-05-26-10:20,1.00156,1001560.0,-0.0008559999999999679
2022-05-26-10:25,1.000808,1000808.0,-0.0015880000000001449
2022-05-26-10:30,1.001608,1001608.0,-0.0015880000000001449
2022-05-26-10:35,1.0019230000000001,1001923.0,-0.0015880000000001449
2022-05-26-10:40,1.0015870000000002,1001587.0,-0.0015880000000001449
2022-05-26-10:45,1.0009810000000003,1000981.0,-0.0015880000000001449
2022-05-26-10:50,1.0014100000000004,1001410.0,-0.0015880000000001449
2022-05-26-10:55,1.0021370000000003,1002137.0,-0.0015880000000001449
2022-05-26-11:00,1.0013970000000003,1001397.0,-0.0015880000000001449
2022-05-26-11:05,1.0011450000000004,1001145.0,-0.0015880000000001449
2022-05-26-11:10,1.0012530000000004,1001253.0,-0.0015880000000001449
2022-05-26-11:15,1.0013970000000005,1001397.0,-0.0015880000000001449
2022-05-26-11:20,1.0013330000000005,1001333.0,-0.0015880000000001449
2022-05-26-11:25,1.0011480000000004,1001148.0,-0.0015880000000001449
2022-05-26-11:30,1.0014260000000004,1001426.0,-0.0015880000000001449
2022-05-26-13:05,1.0023820000000003,1002382.0,-0.0015880000000001449
2022-05-26-13:10,1.0020820000000004,1002082.0,-0.0015880000000001449
2022-05-26-13:15,1.0017590000000003,1001759.0,-0.0015880000000001449
2022-05-26-13:20,1.0021990000000003,1002199.0,-0.0015880000000001449
2022-05-26-13:25,1.0027920000000003,1002792.0,-0.0015880000000001449
2022-05-26-13:30,1.0019290000000003,1001929.0,-0.0015880000000001449
2022-05-26-13:35,1.0024850000000003,1002485.0,-0.0015880000000001449
2022-05-26-13:40,1.0012880000000004,1001288.0,-0.0015880000000001449
2022-05-26-13:45,1.0020480000000003,1002048.0,-0.0015880000000001449
2022-05-26-13:50,1.0017480000000003,1001748.0,-0.0015880000000001449
2022-05-26-13:55,1.0021360000000004,1002136.0,-0.0015880000000001449
2022-05-26-14:00,1.0018680000000004,1001868.0,-0.0015880000000001449
2022-05-26-14:05,1.0011430000000003,1001143.0,-0.0016490000000000116
2022-05-26-14:10,1.0000100000000003,1000010.0,-0.002782000000000062
2022-05-26-14:15,1.0009910000000004,1000991.0,-0.002782000000000062
2022-05-26-14:20,1.0006750000000004,1000675.0,-0.002782000000000062
2022-05-26-14:25,1.0004130000000004,1000413.0,-0.002782000000000062
2022-05-26-14:30,1.0003720000000005,1000372.0,-0.002782000000000062
2022-05-26-14:35,1.0007860000000006,1000786.0,-0.002782000000000062
2022-05-26-14:40,1.0001360000000006,1000136.0,-0.002782000000000062
2022-05-26-14:45,0.9996860000000006,999686.0,-0.00310599999999972
2022-05-26-14:50,0.9993020000000007,999302.0,-0.00348999999999966
2022-05-26-14:55,0.9988020000000006,998802.0,-0.003989999999999716
2022-05-26-15:00,0.9997520000000006,999752.0,-0.003989999999999716
2022-05-27-09:35,1.0019070000000005,1001907.0,-0.003989999999999716
2022-05-27-09:40,0.9978590000000006,997859.0,-0.004932999999999743
2022-05-27-09:45,0.9980590000000006,998059.0,-0.004932999999999743
2022-05-27-09:50,0.9985790000000007,998579.0,-0.004932999999999743
2022-05-27-09:55,0.9986650000000006,998665.0,-0.004932999999999743
2022-05-27-10:00,0.9987170000000006,998717.0,-0.004932999999999743
2022-05-27-10:05,0.9982990000000006,998299.0,-0.004932999999999743
