,,long,short,ir,ic,SR,Annualized_Ret,Annualized_SR,Net_Ret,Gross_Ret,maxdd,tvr,win
2022,06,0.048364480138378026,,-0.10208519227094416,-0.023462230994419683,0.027355507583815122,1.4135761678274754,5.336238796808696,0.04487543389928497,0.05524603122683912,-0.05631812952117407,190.81491618943284,0.41057086544891336
2022,07,0.045576407506702395,,-0.026332042159867106,-0.00581589486119241,-0.06403465764413456,-3.648364853236453,-6.920065741519533,-0.3619409576623465,-0.3088005591746228,-0.4467707946683901,542.5206441703093,0.41282308377896726
