,value
long,184.46336947897382
short,-155.0557963163597
ir,0.20515213785382438
ic,0.06486296249383419
SR,0.20489666173015358
Annualized_Ret,8.036480122289598
Annualized_SR,8.840905396482421
Net_Ret,7.051090999999986
Net_Profit,6051091.000000001
Gross_Profit,6990380.000000001
maxdd,-0.44266300000000136
tvr,0.024402201481888583
win,0.5296379719058832
