,value
long,50.0
short,
ir,
ic,
SR,-0.025786694979378584
Annualized_Ret,-0.1739747973213254
Annualized_SR,-4.6614880967156775
Net_Ret,0.9567936999999966
Net_Profit,-43206.29999999995
Gross_Profit,-24939.999999999956
maxdd,-0.056818500000002325
tvr,0.0013293960967840886
win,0.4843314763231198
