,cumulative_return,cumulative_capital,maxdd
2022-05-26-09:40,1.0,1000000.0,0.0
2022-05-26-09:45,0.9860178,986017.8,-0.013982199999999945
2022-05-26-09:50,0.9802110000000002,980211.0000000001,-0.019788999999999835
2022-05-26-09:55,0.9737210000000001,973721.0,-0.02627899999999994
2022-05-26-10:00,0.9500310000000001,950031.0,-0.04996899999999993
2022-05-26-10:05,0.9532310000000002,953231.0,-0.04996899999999993
2022-05-26-10:10,0.9540812000000002,954081.2000000001,-0.04996899999999993
2022-05-26-10:15,0.9500454000000003,950045.4000000001,-0.04996899999999993
2022-05-26-10:20,0.9639554000000004,963955.4000000001,-0.04996899999999993
2022-05-26-10:25,0.9741554000000003,974155.4,-0.04996899999999993
2022-05-26-10:30,0.9904394000000004,990439.4,-0.04996899999999993
2022-05-26-10:35,0.9949978000000006,994997.8000000002,-0.04996899999999993
2022-05-26-10:40,0.9811525000000006,981152.5000000002,-0.04996899999999993
2022-05-26-10:45,0.9767826000000007,976782.6000000003,-0.04996899999999993
2022-05-26-10:50,0.9754226000000008,975422.6000000003,-0.04996899999999993
2022-05-26-10:55,0.9758243000000009,975824.3000000003,-0.04996899999999993
2022-05-26-11:00,0.9768943000000008,976894.3000000002,-0.04996899999999993
2022-05-26-11:05,0.9755943000000008,975594.3000000002,-0.04996899999999993
2022-05-26-11:10,0.9669943000000009,966994.3000000002,-0.04996899999999993
2022-05-26-11:15,0.970094300000001,970094.3000000003,-0.04996899999999993
2022-05-26-11:20,0.9593943000000009,959394.3000000003,-0.04996899999999993
2022-05-26-11:25,0.9778643000000011,977864.3000000004,-0.04996899999999993
2022-05-26-11:30,0.9883643000000011,988364.3000000004,-0.04996899999999993
2022-05-26-13:05,0.9881123000000009,988112.3000000003,-0.04996899999999993
2022-05-26-13:10,1.019459200000001,1019459.2000000002,-0.04996899999999993
2022-05-26-13:15,1.0125723000000009,1012572.3000000003,-0.04996899999999993
2022-05-26-13:20,1.0138086000000006,1013808.6000000002,-0.04996899999999993
2022-05-26-13:25,1.0148008000000006,1014800.8000000002,-0.04996899999999993
2022-05-26-13:30,1.0152239000000007,1015223.9000000001,-0.04996899999999993
2022-05-26-13:35,1.0080229000000007,1008022.9000000001,-0.04996899999999993
2022-05-26-13:40,0.9957096000000007,995709.6000000001,-0.04996899999999993
2022-05-26-13:45,0.9965100000000008,996510.0,-0.04996899999999993
2022-05-26-13:50,1.016733000000001,1016733.0000000001,-0.04996899999999993
2022-05-26-13:55,1.010447600000001,1010447.6,-0.04996899999999993
2022-05-26-14:00,1.0195482000000011,1019548.2000000001,-0.04996899999999993
2022-05-26-14:05,1.018342900000001,1018342.9,-0.04996899999999993
2022-05-26-14:10,1.018370300000001,1018370.3,-0.04996899999999993
2022-05-26-14:15,1.028882000000001,1028882.0,-0.04996899999999993
2022-05-26-14:20,1.0177520000000009,1017752.0,-0.04996899999999993
2022-05-26-14:25,1.014629400000001,1014629.4,-0.04996899999999993
2022-05-26-14:30,1.0187582000000008,1018758.2000000001,-0.04996899999999993
2022-05-26-14:35,1.0169840000000008,1016984.0000000001,-0.04996899999999993
2022-05-26-14:40,1.0086717000000007,1008671.7000000002,-0.04996899999999993
2022-05-26-14:45,1.0143447000000005,1014344.7000000002,-0.04996899999999993
2022-05-26-14:50,1.0113237000000006,1011323.7000000002,-0.04996899999999993
2022-05-26-14:55,1.0107865000000007,1010786.5000000002,-0.04996899999999993
2022-05-26-15:00,1.0162107000000007,1016210.7000000002,-0.04996899999999993
2022-05-27-09:35,1.0276499000000008,1027649.9000000003,-0.04996899999999993
2022-05-27-09:40,1.0449970000000008,1044997.0000000002,-0.04996899999999993
