,value
long,94.48547970199179
short,-93.838197602315
ir,
ic,
SR,0.021074161328148138
Annualized_Ret,2976.17937188608
Annualized_SR,1.9479240019695663
Net_Ret,-0.10287660000000319
Net_Profit,-1102876.5999999987
Gross_Profit,-365630.9999999987
maxdd,-1.113275500000003
tvr,-4.823203283032919
win,0.48958455331399686
